Property Address,Roll Number,Property Use Code,Building Type,Year Built,Living Area SqFt,Sale Year,Sale Month,Sale Price,Sale Price/SqFt,Time Adjusted Sale Price,Time Adjusted Sale Price/SqFt
158 EDGEWATER DR,6007678800,RESSD - Detached SIngle Dwelling,TS-Two Storey,1976,1946,2023,12,462500,237.67,492100,252.88
25 SWEETWATER BAY,6007681500,RESSD - Detached SIngle Dwelling,OS-One Storey,1976,1276,2023,11,521900,409.01,557400,436.83
84 LAKE LAWN DR,6007692600,RESSD - Detached SIngle Dwelling,OS-One Storey,1975,1204,2023,2,380000,315.61,421400,350.00
128 PARK GROVE DR,6007977500,RESSD - Detached SIngle Dwelling,OS-One Storey,1977,1356,2023,7,480000,353.98,521300,384.44
2 BLACKBERRY BAY,6021667000,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,1266,2023,8,360000,284.36,389200,307.42
12 AGATE BAY,6021915000,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,776,2024,11,349900,450.90,355800,458.51
3 ECHO BAY,6022328000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1956,2106,2025,2,295000,140.08,296200,140.65
85 DE BOURMONT BAY,6022355100,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,968,2024,8,370000,382.23,380700,393.29
15 CRESTWOOD CRES,6022626200,RESSD - Detached SIngle Dwelling,OS-One Storey,1959,974,2024,12,349000,358.32,353500,362.94
54 CONIFER CRES,6022711000,RESSD - Detached SIngle Dwelling,OS-One Storey,1958,1013,2023,4,330000,325.77,362700,358.05
1049 BETOURNAY ST,6022886200,RESSD - Detached SIngle Dwelling,OS-One Storey,1960,1040,2024,3,348000,334.62,365700,351.63
73 VINCENT MASSEY BLVD,6022894500,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1040,2024,12,337000,324.04,341400,328.27
63 HANSFORD RD,6023881000,RESSD - Detached SIngle Dwelling,OS-One Storey,1966,1076,2023,3,372319,346.02,411000,381.97
107 BERKSHIRE BAY,6024048000,RESSS - Side By Side,TS-Two Storey,1965,1054,2023,7,267000,253.32,290000,275.14
231 BERKSHIRE BAY,6024073500,RESSS - Side By Side,TS-Two Storey,1965,1035,2024,4,268000,258.94,280300,270.82
41 DRAKE BLVD,6025030500,RESSS - Side By Side,FL-4 Level Split,1965,1183,2023,11,242000,204.56,258500,218.51
2 HAMPSHIRE BAY,6025054500,RESSS - Side By Side,TS-Two Storey,1967,1090,2024,9,312500,286.70,320300,293.85
35 HAMPSHIRE BAY,6025061600,RESSS - Side By Side,TS-Two Storey,1967,1120,2024,8,180000,160.71,185200,165.36
33 HAMPSHIRE BAY,6025062000,RESSS - Side By Side,TS-Two Storey,1967,1120,2024,8,260000,232.14,267500,238.84
63 WICKHAM RD,6025113000,RESSS - Side By Side,TS-Two Storey,1967,1072,2023,12,270000,251.87,287300,268.00
536 PROSPER ST,6030922000,RESSD - Detached SIngle Dwelling,OS-One Storey,1939,624,2023,11,231000,370.19,250600,401.60
247 SPEERS RD,6041591100,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1280,2023,8,435000,339.84,470200,367.34
230 PENFOLD CRES,6041724600,RESSD - Detached SIngle Dwelling,OS-One Storey,1989,1288,2023,5,450000,349.38,492800,382.61
4 DURHAM BAY,6043188500,RESSD - Detached SIngle Dwelling,OS-One Storey,1960,1132,2024,11,409500,361.75,416500,367.93
20 MONTEREY RD,6043219000,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1040,2024,3,353000,339.42,371000,356.73
32 MONACO BAY,6043275000,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1033,2023,5,412000,398.84,451100,436.69
21 MONACO BAY,6043300000,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1273,2023,8,355000,278.87,383800,301.49
408 SPEERS RD,6043386000,RESSD - Detached SIngle Dwelling,BL-Bi-Level,2013,944,2023,7,395000,418.43,429000,454.45
